Date,District,Pulse,Price_per_kg
2022-07-01,Chittoor,Moong Dal,116.61
2022-07-01,Chittoor,Urad Dal,107.69
2022-07-01,Chittoor,Chana Dal,82.32
2022-07-01,Chittoor,Masoor Dal,79.72
2022-07-01,Chittoor,Horse Gram,69.86
2022-07-01,Chittoor,Rajma,129.79
2022-07-01,Chittoor,Lobia,92.65
2022-07-01,Chittoor,Field Pea,73.09
2022-07-01,Chittoor,Moth Bean,104.76
2022-07-01,Chittoor,Cowpea,89.77
2022-07-01,Chittoor,Cluster Bean,104.31
2022-07-01,Chittoor,Rice Bean,94.31
2022-07-01,Chittoor,Winged Bean,117.43
2022-07-01,Chittoor,Hyacinth Bean,102.86
2022-07-01,East Godavari,Toor Dal,120.82
2022-07-01,East Godavari,Moong Dal,114.4
2022-07-01,East Godavari,Urad Dal,114.34
2022-07-01,East Godavari,Chana Dal,85.15
2022-07-01,East Godavari,Masoor Dal,79.25
2022-07-01,East Godavari,Horse Gram,69.84
2022-07-01,East Godavari,Rajma,132.7
2022-07-01,East Godavari,Lobia,95.51
2022-07-01,East Godavari,Field Pea,74.68
2022-07-01,East Godavari,Moth Bean,97.52
2022-07-01,East Godavari,Cowpea,86.14
2022-07-01,East Godavari,Cluster Bean,109.78
2022-07-01,East Godavari,Rice Bean,97.62
2022-07-01,East Godavari,Winged Bean,124.19
2022-07-01,East Godavari,Hyacinth Bean,104.05
2022-07-01,Guntur,Toor Dal,109.78
2022-07-01,Guntur,Moong Dal,101.87
2022-07-01,Guntur,Urad Dal,100.36
2022-07-01,Guntur,Chana Dal,76.62
2022-07-01,Guntur,Masoor Dal,70.09
2022-07-01,Guntur,Horse Gram,65.98
2022-07-01,Guntur,Rajma,117.15
2022-07-01,Guntur,Lobia,90.0
2022-07-01,Guntur,Field Pea,64.65
2022-07-01,Guntur,Moth Bean,87.72
2022-07-01,Guntur,Cowpea,79.13
2022-07-01,Guntur,Cluster Bean,97.94
2022-07-01,Guntur,Rice Bean,85.28
2022-07-01,Guntur,Winged Bean,106.08
2022-07-01,Guntur,Hyacinth Bean,91.47
2022-07-01,Krishna,Toor Dal,110.5
2022-07-01,Krishna,Moong Dal,98.81
2022-07-01,Krishna,Urad Dal,100.94
2022-07-01,Krishna,Chana Dal,75.38
2022-07-01,Krishna,Masoor Dal,73.12
2022-07-01,Krishna,Horse Gram,60.17
2022-07-01,Krishna,Rajma,115.97
2022-07-01,Krishna,Lobia,84.33
2022-07-01,Krishna,Field Pea,66.64
2022-07-01,Krishna,Moth Bean,91.47
2022-07-01,Krishna,Cowpea,79.06
2022-07-01,Krishna,Cluster Bean,95.44
2022-07-01,Krishna,Rice Bean,90.31
2022-07-01,Krishna,Winged Bean,109.76
2022-07-01,Krishna,Hyacinth Bean,88.32
2022-07-01,Kurnool,Toor Dal,111.0
2022-07-01,Kurnool,Moong Dal,109.03
2022-07-01,Kurnool,Urad Dal,105.69
2022-07-01,Kurnool,Chana Dal,78.44
2022-07-01,Kurnool,Masoor Dal,73.42
2022-07-01,Kurnool,Horse Gram,70.83
2022-07-01,Kurnool,Rajma,123.4
2022-07-01,Kurnool,Lobia,91.74
2022-07-01,Kurnool,Field Pea,66.45
2022-07-01,Kurnool,Moth Bean,98.45
2022-07-01,Kurnool,Cowpea,86.9
2022-07-01,Kurnool,Cluster Bean,103.14
2022-07-01,Kurnool,Rice Bean,96.58
2022-07-01,Kurnool,Winged Bean,115.38
2022-07-01,Kurnool,Hyacinth Bean,95.85
2022-07-01,Prakasam,Toor Dal,117.77
2022-07-01,Prakasam,Moong Dal,118.41
2022-07-01,Prakasam,Urad Dal,108.81
2022-07-01,Prakasam,Chana Dal,85.06
2022-07-01,Prakasam,Masoor Dal,75.77
2022-07-01,Prakasam,Horse Gram,69.4
2022-07-01,Prakasam,Rajma,130.4
2022-07-01,Prakasam,Lobia,92.39
2022-07-01,Prakasam,Field Pea,73.02
2022-07-01,Prakasam,Moth Bean,105.88
2022-07-01,Prakasam,Cowpea,91.76
2022-07-01,Prakasam,Cluster Bean,105.9
2022-07-01,Prakasam,Rice Bean,102.97
2022-07-01,Prakasam,Winged Bean,118.3
2022-07-01,Prakasam,Hyacinth Bean,97.93
2022-07-01,SPSR Nellore,Toor Dal,109.49
2022-07-01,SPSR Nellore,Moong Dal,101.35
2022-07-01,SPSR Nellore,Urad Dal,104.63
2022-07-01,SPSR Nellore,Chana Dal,77.6
2022-07-01,SPSR Nellore,Masoor Dal,69.45
2022-07-01,SPSR Nellore,Horse Gram,63.5
2022-07-01,SPSR Nellore,Rajma,116.55
2022-07-01,SPSR Nellore,Lobia,88.01
2022-07-01,SPSR Nellore,Field Pea,70.48
2022-07-01,SPSR Nellore,Moth Bean,95.91
2022-07-01,SPSR Nellore,Cowpea,82.91
2022-07-01,SPSR Nellore,Cluster Bean,91.7
2022-07-01,SPSR Nellore,Rice Bean,90.3
2022-07-01,SPSR Nellore,Winged Bean,106.33
2022-07-01,SPSR Nellore,Hyacinth Bean,94.87
2022-07-01,Srikakulam,Toor Dal,103.67
2022-07-01,Srikakulam,Moong Dal,106.81
2022-07-01,Srikakulam,Urad Dal,99.87
2022-07-01,Srikakulam,Chana Dal,77.15
2022-07-01,Srikakulam,Masoor Dal,72.58
2022-07-01,Srikakulam,Horse Gram,60.95
2022-07-01,Srikakulam,Rajma,115.75
2022-07-01,Srikakulam,Lobia,85.77
2022-07-01,Srikakulam,Field Pea,65.75
2022-07-01,Srikakulam,Moth Bean,93.83
2022-07-01,Srikakulam,Cowpea,82.79
2022-07-01,Srikakulam,Cluster Bean,98.6
2022-07-01,Srikakulam,Rice Bean,86.88
2022-07-01,Srikakulam,Winged Bean,109.49
2022-07-01,Srikakulam,Hyacinth Bean,90.79
2022-07-01,Visakhapatnam,Toor Dal,121.96
2022-07-01,Visakhapatnam,Moong Dal,113.96
2022-07-01,Visakhapatnam,Urad Dal,108.37
2022-07-01,Visakhapatnam,Chana Dal,84.84
2022-07-01,Visakhapatnam,Masoor Dal,76.88
2022-07-01,Visakhapatnam,Horse Gram,67.99
2022-07-01,Visakhapatnam,Rajma,131.4
2022-07-01,Visakhapatnam,Lobia,96.13
2022-07-01,Visakhapatnam,Field Pea,74.11
2022-07-01,Visakhapatnam,Moth Bean,95.59
2022-07-01,Visakhapatnam,Cowpea,88.08
2022-07-01,Visakhapatnam,Cluster Bean,101.58
2022-07-01,Visakhapatnam,Rice Bean,98.15
2022-07-01,Visakhapatnam,Winged Bean,119.38
2022-07-01,Visakhapatnam,Hyacinth Bean,101.46
2022-07-01,Vizianagaram,Toor Dal,111.21
2022-07-01,Vizianagaram,Moong Dal,113.75
2022-07-01,Vizianagaram,Urad Dal,102.3
2022-07-01,Vizianagaram,Chana Dal,82.21
2022-07-01,Vizianagaram,Masoor Dal,74.24
2022-07-01,Vizianagaram,Horse Gram,63.7
2022-07-01,Vizianagaram,Rajma,125.59
2022-07-01,Vizianagaram,Lobia,91.94
2022-07-01,Vizianagaram,Field Pea,68.37
2022-07-01,Vizianagaram,Moth Bean,94.24
2022-07-01,Vizianagaram,Cowpea,83.07
2022-07-01,Vizianagaram,Cluster Bean,94.55
2022-07-01,Vizianagaram,Rice Bean,95.05
2022-07-01,Vizianagaram,Winged Bean,118.32
2022-07-01,Vizianagaram,Hyacinth Bean,98.45
2022-07-01,West Godavari,Toor Dal,119.23
2022-07-01,West Godavari,Moong Dal,116.66
2022-07-01,West Godavari,Urad Dal,105.22
2022-07-01,West Godavari,Chana Dal,83.66
2022-07-01,West Godavari,Masoor Dal,79.53
2022-07-01,West Godavari,Horse Gram,66.55
2022-07-01,West Godavari,Rajma,128.1
2022-07-01,West Godavari,Lobia,92.26
2022-07-01,West Godavari,Field Pea,77.94
2022-07-01,West Godavari,Moth Bean,95.31
2022-07-01,West Godavari,Cowpea,89.05
2022-07-01,West Godavari,Cluster Bean,105.44
2022-07-01,West Godavari,Rice Bean,94.79
2022-07-01,West Godavari,Winged Bean,120.63
2022-07-01,West Godavari,Hyacinth Bean,97.81
2022-07-01,YSR Kadapa,Toor Dal,114.8
2022-07-01,YSR Kadapa,Moong Dal,110.55
2022-07-01,YSR Kadapa,Urad Dal,101.44
2022-07-01,YSR Kadapa,Chana Dal,77.03
2022-07-01,YSR Kadapa,Masoor Dal,76.51
2022-07-01,YSR Kadapa,Horse Gram,65.26
2022-07-01,YSR Kadapa,Rajma,127.73
2022-07-01,YSR Kadapa,Lobia,89.15
2022-07-01,YSR Kadapa,Field Pea,72.83
2022-07-01,YSR Kadapa,Moth Bean,93.56
2022-07-01,YSR Kadapa,Cowpea,86.64
2022-07-01,YSR Kadapa,Cluster Bean,103.68
2022-07-01,YSR Kadapa,Rice Bean,96.65
2022-07-01,YSR Kadapa,Winged Bean,120.23
2022-07-01,YSR Kadapa,Hyacinth Bean,98.5
2022-07-01,Anakapalli,Toor Dal,116.17
2022-07-01,Anakapalli,Moong Dal,113.64
2022-07-01,Anakapalli,Urad Dal,110.7
2022-07-01,Anakapalli,Chana Dal,85.5
2022-07-01,Anakapalli,Masoor Dal,73.52
2022-07-01,Anakapalli,Horse Gram,64.49
2022-07-01,Anakapalli,Rajma,127.64
2022-07-01,Anakapalli,Lobia,95.59
2022-07-01,Anakapalli,Field Pea,70.88
2022-07-01,Anakapalli,Moth Bean,92.65
2022-07-01,Anakapalli,Cowpea,88.79
2022-07-01,Anakapalli,Cluster Bean,103.39
2022-07-01,Anakapalli,Rice Bean,94.95
2022-07-01,Anakapalli,Winged Bean,112.17
2022-07-01,Anakapalli,Hyacinth Bean,101.82
2022-07-01,Nandyal,Toor Dal,117.53
2022-07-01,Nandyal,Moong Dal,120.16
2022-07-01,Nandyal,Urad Dal,114.45
2022-07-01,Nandyal,Chana Dal,85.21
2022-07-01,Nandyal,Masoor Dal,79.54
2022-07-01,Nandyal,Horse Gram,73.99
2022-07-01,Nandyal,Rajma,125.54
2022-07-01,Nandyal,Lobia,97.7
2022-07-01,Nandyal,Field Pea,75.06
2022-07-01,Nandyal,Moth Bean,101.24
2022-07-01,Nandyal,Cowpea,90.36
2022-07-01,Nandyal,Cluster Bean,103.25
2022-07-01,Nandyal,Rice Bean,95.83
2022-07-01,Nandyal,Winged Bean,124.02
2022-07-01,Nandyal,Hyacinth Bean,106.14
2022-07-01,Bapatla,Toor Dal,132.28
2022-07-01,Bapatla,Moong Dal,123.34
2022-07-01,Bapatla,Urad Dal,118.84
2022-07-01,Bapatla,Chana Dal,87.45
2022-07-01,Bapatla,Masoor Dal,87.59
2022-07-01,Bapatla,Horse Gram,71.04
2022-07-01,Bapatla,Rajma,138.59
2022-07-01,Bapatla,Lobia,101.01
2022-07-01,Bapatla,Field Pea,77.18
2022-07-01,Bapatla,Moth Bean,103.7
2022-07-01,Bapatla,Cowpea,97.83
2022-07-01,Bapatla,Cluster Bean,110.52
2022-07-01,Bapatla,Rice Bean,110.37
2022-07-01,Bapatla,Winged Bean,126.27
2022-07-01,Bapatla,Hyacinth Bean,107.61
2022-07-01,Parvathipuram Manyam,Toor Dal,112.67
2022-07-01,Parvathipuram Manyam,Moong Dal,110.02
2022-07-01,Parvathipuram Manyam,Urad Dal,107.41
2022-07-01,Parvathipuram Manyam,Chana Dal,80.58
2022-07-01,Parvathipuram Manyam,Masoor Dal,76.49
2022-07-01,Parvathipuram Manyam,Horse Gram,69.34
2022-07-01,Parvathipuram Manyam,Rajma,126.32
2022-07-01,Parvathipuram Manyam,Lobia,90.68
2022-07-01,Parvathipuram Manyam,Field Pea,67.4
2022-07-01,Parvathipuram Manyam,Moth Bean,94.31
2022-07-01,Parvathipuram Manyam,Cowpea,86.83
2022-07-01,Parvathipuram Manyam,Cluster Bean,105.09
2022-07-01,Parvathipuram Manyam,Rice Bean,97.8
2022-07-01,Parvathipuram Manyam,Winged Bean,112.02
2022-07-01,Parvathipuram Manyam,Hyacinth Bean,95.24
2022-07-01,Eluru,Toor Dal,115.03
2022-07-01,Eluru,Moong Dal,108.9
2022-07-01,Eluru,Urad Dal,104.88
2022-07-01,Eluru,Chana Dal,84.5
2022-07-01,Eluru,Masoor Dal,80.81
2022-07-01,Eluru,Horse Gram,70.24
2022-07-01,Eluru,Rajma,125.4
2022-07-01,Eluru,Lobia,90.66
2022-07-01,Eluru,Field Pea,65.98
2022-07-01,Eluru,Moth Bean,97.4
2022-07-01,Eluru,Cowpea,81.44
2022-07-01,Eluru,Cluster Bean,103.64
2022-07-01,Eluru,Rice Bean,95.37
2022-07-01,Eluru,Winged Bean,116.57
2022-07-01,Eluru,Hyacinth Bean,94.01
2022-07-01,Palnadu,Toor Dal,129.94
2022-07-01,Palnadu,Moong Dal,119.58
2022-07-01,Palnadu,Urad Dal,118.61
2022-07-01,Palnadu,Chana Dal,90.21
2022-07-01,Palnadu,Masoor Dal,85.33
2022-07-01,Palnadu,Horse Gram,75.36
2022-07-01,Palnadu,Rajma,144.36
2022-07-01,Palnadu,Lobia,102.31
2022-07-01,Palnadu,Field Pea,84.91
2022-07-01,Palnadu,Moth Bean,108.41
2022-07-01,Palnadu,Cowpea,97.76
2022-07-01,Palnadu,Cluster Bean,112.34
2022-07-01,Palnadu,Rice Bean,108.02
2022-07-01,Palnadu,Winged Bean,126.69
2022-07-01,Palnadu,Hyacinth Bean,109.09
2022-07-01,Tirupati,Toor Dal,115.87
2022-07-01,Tirupati,Moong Dal,108.22
2022-07-01,Tirupati,Urad Dal,109.29
2022-07-01,Tirupati,Chana Dal,85.14
2022-07-01,Tirupati,Masoor Dal,79.08
2022-07-01,Tirupati,Horse Gram,70.86
2022-07-01,Tirupati,Rajma,128.42
2022-07-01,Tirupati,Lobia,93.5
2022-07-01,Tirupati,Field Pea,73.79
2022-07-01,Tirupati,Moth Bean,98.39
2022-07-01,Tirupati,Cowpea,87.41
2022-07-01,Tirupati,Cluster Bean,104.94
2022-07-01,Tirupati,Rice Bean,93.39
2022-07-01,Tirupati,Winged Bean,121.71
2022-07-01,Tirupati,Hyacinth Bean,99.53
2022-07-01,NTR,Toor Dal,106.54
2022-07-01,NTR,Moong Dal,99.88
2022-07-01,NTR,Urad Dal,98.36
2022-07-01,NTR,Chana Dal,77.21
2022-07-01,NTR,Masoor Dal,70.59
2022-07-01,NTR,Horse Gram,62.18
2022-07-01,NTR,Rajma,118.53
2022-07-01,NTR,Lobia,86.08
2022-07-01,NTR,Field Pea,63.53
2022-07-01,NTR,Moth Bean,87.46
2022-07-01,NTR,Cowpea,80.69
2022-07-01,NTR,Cluster Bean,90.27
2022-07-01,NTR,Rice Bean,83.93
2022-07-01,NTR,Winged Bean,107.81
2022-07-01,NTR,Hyacinth Bean,90.49
2022-07-01,Konaseema,Toor Dal,122.66
2022-07-01,Konaseema,Moong Dal,119.98
2022-07-01,Konaseema,Urad Dal,111.05
2022-07-01,Konaseema,Chana Dal,93.2
2022-07-01,Konaseema,Masoor Dal,76.71
2022-07-01,Konaseema,Horse Gram,75.7
2022-07-01,Konaseema,Rajma,133.14
2022-07-01,Konaseema,Lobia,92.02
2022-07-01,Konaseema,Field Pea,75.28
2022-07-01,Konaseema,Moth Bean,98.32
2022-07-01,Konaseema,Cowpea,98.83
2022-07-01,Konaseema,Cluster Bean,103.16
2022-07-01,Konaseema,Rice Bean,100.72
2022-07-01,Konaseema,Winged Bean,121.52
2022-07-01,Konaseema,Hyacinth Bean,106.04
2022-07-01,Kakinada,Toor Dal,113.47
2022-07-01,Kakinada,Moong Dal,111.85
2022-07-01,Kakinada,Urad Dal,106.86
2022-07-01,Kakinada,Chana Dal,81.17
2022-07-01,Kakinada,Masoor Dal,73.02
2022-07-01,Kakinada,Horse Gram,68.26
2022-07-01,Kakinada,Rajma,122.54
2022-07-01,Kakinada,Lobia,91.52
2022-07-01,Kakinada,Field Pea,68.99
2022-07-01,Kakinada,Moth Bean,97.91
2022-07-01,Kakinada,Cowpea,83.19
2022-07-01,Kakinada,Cluster Bean,103.21
2022-07-01,Kakinada,Rice Bean,98.64
2022-07-01,Kakinada,Winged Bean,119.45
2022-07-01,Kakinada,Hyacinth Bean,101.57
2022-07-01,Alluri Sitharama Raju,Toor Dal,123.49
2022-07-01,Alluri Sitharama Raju,Moong Dal,121.55
2022-07-01,Alluri Sitharama Raju,Urad Dal,112.76
2022-07-01,Alluri Sitharama Raju,Chana Dal,85.22
2022-07-01,Alluri Sitharama Raju,Masoor Dal,83.87
2022-07-01,Alluri Sitharama Raju,Horse Gram,71.73
2022-07-01,Alluri Sitharama Raju,Rajma,131.74
2022-07-01,Alluri Sitharama Raju,Lobia,93.53
2022-07-01,Alluri Sitharama Raju,Field Pea,72.67
2022-07-01,Alluri Sitharama Raju,Moth Bean,100.97
2022-07-01,Alluri Sitharama Raju,Cowpea,86.78
2022-07-01,Alluri Sitharama Raju,Cluster Bean,106.8
2022-07-01,Alluri Sitharama Raju,Rice Bean,99.65
2022-07-01,Alluri Sitharama Raju,Winged Bean,119.75
2022-07-01,Alluri Sitharama Raju,Hyacinth Bean,99.66
2022-07-01,Sri Sathya Sai,Toor Dal,114.15
2022-07-01,Sri Sathya Sai,Moong Dal,112.11
2022-07-01,Sri Sathya Sai,Urad Dal,107.68
2022-07-01,Sri Sathya Sai,Chana Dal,77.63
2022-07-01,Sri Sathya Sai,Masoor Dal,79.77
2022-07-01,Sri Sathya Sai,Horse Gram,64.52
2022-07-01,Sri Sathya Sai,Rajma,119.87
2022-07-01,Sri Sathya Sai,Lobia,87.92
2022-07-01,Sri Sathya Sai,Field Pea,71.11
2022-07-01,Sri Sathya Sai,Moth Bean,91.25
2022-07-01,Sri Sathya Sai,Cowpea,81.89
2022-07-01,Sri Sathya Sai,Cluster Bean,100.23
2022-07-01,Sri Sathya Sai,Rice Bean,90.54
2022-07-01,Sri Sathya Sai,Winged Bean,109.91
2022-07-01,Sri Sathya Sai,Hyacinth Bean,92.77
2022-07-01,Annamayya,Toor Dal,116.55
2022-07-01,Annamayya,Moong Dal,108.42
2022-07-01,Annamayya,Urad Dal,110.25
2022-07-01,Annamayya,Chana Dal,83.66
2022-07-01,Annamayya,Masoor Dal,77.33
2022-07-01,Annamayya,Horse Gram,65.54
2022-07-01,Annamayya,Rajma,129.45
2022-07-01,Annamayya,Lobia,90.58
2022-07-01,Annamayya,Field Pea,73.36
2022-07-01,Annamayya,Moth Bean,101.78
2022-07-01,Annamayya,Cowpea,83.85
2022-07-01,Annamayya,Cluster Bean,103.97
2022-07-01,Annamayya,Rice Bean,95.05
2022-07-01,Annamayya,Winged Bean,118.49
2022-07-01,Annamayya,Hyacinth Bean,100.27
2022-08-01,Anantapur,Toor Dal,115.41
2022-08-01,Anantapur,Moong Dal,113.55
2022-08-01,Anantapur,Urad Dal,107.67
2022-08-01,Anantapur,Chana Dal,84.68
2022-08-01,Anantapur,Masoor Dal,80.7
2022-08-01,Anantapur,Horse Gram,65.42
2022-08-01,Anantapur,Rajma,125.46
2022-08-01,Anantapur,Lobia,92.16
2022-08-01,Anantapur,Field Pea,71.58
2022-08-01,Anantapur,Moth Bean,97.07
2022-08-01,Anantapur,Cowpea,84.75
2022-08-01,Anantapur,Cluster Bean,104.47
2022-08-01,Anantapur,Rice Bean,97.53
2022-08-01,Anantapur,Winged Bean,117.2
2022-08-01,Anantapur,Hyacinth Bean,97.64
2022-08-01,Chittoor,Toor Dal,129.81
2022-08-01,Chittoor,Moong Dal,116.64
2022-08-01,Chittoor,Urad Dal,114.85
2022-08-01,Chittoor,Chana Dal,84.49
2022-08-01,Chittoor,Masoor Dal,77.37
2022-08-01,Chittoor,Horse Gram,68.92
2022-08-01,Chittoor,Rajma,133.61
2022-08-01,Chittoor,Lobia,97.76
2022-08-01,Chittoor,Field Pea,75.47
2022-08-01,Chittoor,Moth Bean,102.49
2022-08-01,Chittoor,Cowpea,97.45
2022-08-01,Chittoor,Cluster Bean,110.66
2022-08-01,Chittoor,Rice Bean,102.04
2022-08-01,Chittoor,Winged Bean,126.49
2022-08-01,Chittoor,Hyacinth Bean,104.33
2022-08-01,East Godavari,Toor Dal,109.49
2022-08-01,East Godavari,Moong Dal,99.6
2022-08-01,East Godavari,Urad Dal,96.95
2022-08-01,East Godavari,Chana Dal,74.31
2022-08-01,East Godavari,Masoor Dal,69.43
2022-08-01,East Godavari,Horse Gram,58.77
2022-08-01,East Godavari,Rajma,115.44
2022-08-01,East Godavari,Lobia,87.72
2022-08-01,East Godavari,Field Pea,62.28
2022-08-01,East Godavari,Moth Bean,87.53
2022-08-01,East Godavari,Cowpea,80.01
2022-08-01,East Godavari,Cluster Bean,91.32
2022-08-01,East Godavari,Rice Bean,85.68
2022-08-01,East Godavari,Winged Bean,105.96
2022-08-01,East Godavari,Hyacinth Bean,86.73
2022-08-01,Guntur,Toor Dal,124.85
2022-08-01,Guntur,Moong Dal,115.32
2022-08-01,Guntur,Urad Dal,111.75
2022-08-01,Guntur,Chana Dal,82.75
2022-08-01,Guntur,Masoor Dal,77.61
2022-08-01,Guntur,Horse Gram,72.79
2022-08-01,Guntur,Rajma,134.13
2022-08-01,Guntur,Lobia,95.18
2022-08-01,Guntur,Field Pea,82.05
2022-08-01,Guntur,Moth Bean,107.05
2022-08-01,Guntur,Cowpea,88.24
2022-08-01,Guntur,Cluster Bean,112.59
2022-08-01,Guntur,Rice Bean,102.76
2022-08-01,Guntur,Winged Bean,120.36
2022-08-01,Guntur,Hyacinth Bean,106.33
2022-08-01,Krishna,Toor Dal,111.29
2022-08-01,Krishna,Moong Dal,107.57
2022-08-01,Krishna,Urad Dal,106.76
2022-08-01,Krishna,Chana Dal,77.78
2022-08-01,Krishna,Masoor Dal,77.85
2022-08-01,Krishna,Horse Gram,67.26
2022-08-01,Krishna,Rajma,122.94
2022-08-01,Krishna,Lobia,91.7
2022-08-01,Krishna,Field Pea,75.66
2022-08-01,Krishna,Moth Bean,96.47
2022-08-01,Krishna,Cowpea,85.63
2022-08-01,Krishna,Cluster Bean,104.11
2022-08-01,Krishna,Rice Bean,97.18
2022-08-01,Krishna,Winged Bean,114.75
2022-08-01,Krishna,Hyacinth Bean,99.07
2022-08-01,Kurnool,Toor Dal,108.22
2022-08-01,Kurnool,Moong Dal,103.62
2022-08-01,Kurnool,Urad Dal,102.89
2022-08-01,Kurnool,Chana Dal,79.97
2022-08-01,Kurnool,Masoor Dal,73.46
2022-08-01,Kurnool,Horse Gram,68.5
2022-08-01,Kurnool,Rajma,121.28
2022-08-01,Kurnool,Lobia,91.61
2022-08-01,Kurnool,Field Pea,66.46
2022-08-01,Kurnool,Moth Bean,96.63
2022-08-01,Kurnool,Cowpea,79.7
2022-08-01,Kurnool,Cluster Bean,99.41
2022-08-01,Kurnool,Rice Bean,88.06
2022-08-01,Kurnool,Winged Bean,105.92
2022-08-01,Kurnool,Hyacinth Bean,91.54
2022-08-01,Prakasam,Toor Dal,122.45
2022-08-01,Prakasam,Moong Dal,120.75
2022-08-01,Prakasam,Urad Dal,109.5
2022-08-01,Prakasam,Chana Dal,86.82
2022-08-01,Prakasam,Masoor Dal,86.85
2022-08-01,Prakasam,Horse Gram,70.32
2022-08-01,Prakasam,Rajma,135.82
2022-08-01,Prakasam,Lobia,98.69
2022-08-01,Prakasam,Field Pea,77.52
2022-08-01,Prakasam,Moth Bean,101.15
2022-08-01,Prakasam,Cowpea,90.27
2022-08-01,Prakasam,Cluster Bean,105.55
2022-08-01,Prakasam,Rice Bean,102.19
2022-08-01,Prakasam,Winged Bean,129.14
2022-08-01,Prakasam,Hyacinth Bean,105.42
2022-08-01,SPSR Nellore,Toor Dal,106.8
2022-08-01,SPSR Nellore,Moong Dal,109.29
2022-08-01,SPSR Nellore,Urad Dal,99.72
2022-08-01,SPSR Nellore,Chana Dal,78.83
2022-08-01,SPSR Nellore,Masoor Dal,77.75
2022-08-01,SPSR Nellore,Horse Gram,62.08
2022-08-01,SPSR Nellore,Rajma,122.06
2022-08-01,SPSR Nellore,Lobia,88.56
2022-08-01,SPSR Nellore,Field Pea,63.99
2022-08-01,SPSR Nellore,Moth Bean,90.53
2022-08-01,SPSR Nellore,Cowpea,87.37
2022-08-01,SPSR Nellore,Cluster Bean,99.8
2022-08-01,SPSR Nellore,Rice Bean,89.11
2022-08-01,SPSR Nellore,Winged Bean,114.65
2022-08-01,SPSR Nellore,Hyacinth Bean,93.56
2022-08-01,Srikakulam,Toor Dal,124.81
2022-08-01,Srikakulam,Moong Dal,119.66
2022-08-01,Srikakulam,Urad Dal,112.65
2022-08-01,Srikakulam,Chana Dal,92.92
2022-08-01,Srikakulam,Masoor Dal,84.8
2022-08-01,Srikakulam,Horse Gram,76.82
2022-08-01,Srikakulam,Rajma,138.98
2022-08-01,Srikakulam,Lobia,103.48
2022-08-01,Srikakulam,Field Pea,75.47
2022-08-01,Srikakulam,Moth Bean,105.18
2022-08-01,Srikakulam,Cowpea,96.05
2022-08-01,Srikakulam,Cluster Bean,103.01
2022-08-01,Srikakulam,Rice Bean,102.84
2022-08-01,Srikakulam,Winged Bean,124.59
2022-08-01,Srikakulam,Hyacinth Bean,109.79
2022-08-01,Visakhapatnam,Toor Dal,113.48
2022-08-01,Visakhapatnam,Moong Dal,108.96
2022-08-01,Visakhapatnam,Urad Dal,99.75
2022-08-01,Visakhapatnam,Chana Dal,76.79
2022-08-01,Visakhapatnam,Masoor Dal,73.56
2022-08-01,Visakhapatnam,Horse Gram,66.31
2022-08-01,Visakhapatnam,Rajma,119.68
2022-08-01,Visakhapatnam,Lobia,91.54
2022-08-01,Visakhapatnam,Field Pea,66.2
2022-08-01,Visakhapatnam,Moth Bean,87.45
2022-08-01,Visakhapatnam,Cowpea,83.39
2022-08-01,Visakhapatnam,Cluster Bean,91.62
2022-08-01,Visakhapatnam,Rice Bean,90.56
2022-08-01,Visakhapatnam,Winged Bean,115.7
2022-08-01,Visakhapatnam,Hyacinth Bean,97.6
2022-08-01,Vizianagaram,Toor Dal,113.71
2022-08-01,Vizianagaram,Moong Dal,105.27
2022-08-01,Vizianagaram,Urad Dal,99.94
2022-08-01,Vizianagaram,Chana Dal,76.61
2022-08-01,Vizianagaram,Masoor Dal,71.02
2022-08-01,Vizianagaram,Horse Gram,60.19
2022-08-01,Vizianagaram,Rajma,118.27
2022-08-01,Vizianagaram,Lobia,88.51
2022-08-01,Vizianagaram,Field Pea,68.74
2022-08-01,Vizianagaram,Moth Bean,87.82
2022-08-01,Vizianagaram,Cowpea,81.0
2022-08-01,Vizianagaram,Cluster Bean,97.73
2022-08-01,Vizianagaram,Rice Bean,89.39
2022-08-01,Vizianagaram,Winged Bean,114.09
2022-08-01,Vizianagaram,Hyacinth Bean,91.99
2022-08-01,West Godavari,Toor Dal,118.03
2022-08-01,West Godavari,Moong Dal,113.54
2022-08-01,West Godavari,Urad Dal,110.68
2022-08-01,West Godavari,Chana Dal,81.71
2022-08-01,West Godavari,Masoor Dal,76.64
2022-08-01,West Godavari,Horse Gram,64.16
2022-08-01,West Godavari,Rajma,133.71
2022-08-01,West Godavari,Lobia,92.28
2022-08-01,West Godavari,Field Pea,72.75
2022-08-01,West Godavari,Moth Bean,101.05
2022-08-01,West Godavari,Cowpea,92.54
2022-08-01,West Godavari,Cluster Bean,100.98
2022-08-01,West Godavari,Rice Bean,97.67
2022-08-01,West Godavari,Winged Bean,119.33
2022-08-01,West Godavari,Hyacinth Bean,105.09
2022-08-01,YSR Kadapa,Toor Dal,119.14
2022-08-01,YSR Kadapa,Moong Dal,114.87
2022-08-01,YSR Kadapa,Urad Dal,108.24
2022-08-01,YSR Kadapa,Chana Dal,85.16
2022-08-01,YSR Kadapa,Masoor Dal,78.61
2022-08-01,YSR Kadapa,Horse Gram,65.0
2022-08-01,YSR Kadapa,Rajma,128.33
2022-08-01,YSR Kadapa,Lobia,97.5
